City,State,Type,Year,CrimePerCapita,Gini,HSPerc
Overland Park,Kansas,Cities,2011,0.343892751,0.4249,0.957
Wichita,Kansas,Cities,2011,0.46778033,0.4379,0.8638
,Kentucky,State,2011,0.352523346,0.4709,0.8324
Lexington,Kentucky,Cities,2011,0.402891417,0.5033,0.8929
,Louisiana,State,2011,0.010930424,0.4836,0.8208
Kenner,Louisiana,Cities,2011,0.148561921,0.4904,0.836
,Maine,State,2011,0.414166606,0.4509,0.9063
,Maryland,State,2011,0.08385938,0.4466,0.8866
Baltimore,Maryland,Cities,2011,0.079764153,0.4962,0.8031
,Massachusetts,State,2011,0.55503648,0.4771,0.8913
Boston,Massachusetts,Cities,2011,3.315313691,0.5413,0.8575
Brockton,Massachusetts,Cities,2011,0.105954651,0.4394,0.7636
Cambridge,Massachusetts,Cities,2011,1.606759733,0.4739,0.945
Framingham,Massachusetts,Cities,2011,0.581953618,0.4238,0.8918
Lawrence,Massachusetts,Cities,2011,0.130135471,0.4768,0.7004
Lowell,Massachusetts,Cities,2011,0.093312307,0.4259,0.7994
Lynn,Massachusetts,Cities,2011,0.110035211,0.4452,0.8083
New Bedford,Massachusetts,Cities,2011,0.209097847,0.4484,0.7181
Newton,Massachusetts,Cities,2011,0.233467577,0.5028,0.9742
Somerville,Massachusetts,Cities,2011,0.131206046,0.4364,0.8949
Springfield,Massachusetts,Cities,2011,0.064938017,0.4896,0.7531
Worcester,Massachusetts,Cities,2011,0.21960526,0.4714,0.8519
,Michigan,State,2011,0.35033721,0.4612,0.8828
Ann Arbor,Michigan,Cities,2011,0.351345654,0.5211,0.9637
Dearborn,Michigan,Cities,2011,1.019586252,0.4911,0.8229
Detroit,Michigan,Cities,2011,0.09814382,0.4956,0.7652
Farmington Hills,Michigan,Cities,2011,0.62751004,0.4181,0.9315
Flint,Michigan,Cities,2011,0.19539455,0.4858,0.8047
Grand Rapids,Michigan,Cities,2011,0.319322185,0.4529,0.855
Livonia,Michigan,Cities,2011,0.929089802,0.3764,0.9303
Southfield,Michigan,Cities,2011,0.557996792,0.4492,0.9193
Sterling Heights,Michigan,Cities,2011,0.231479695,0.4109,0.8651
Troy,Michigan,Cities,2011,0.617901852,0.4379,0.94
Warren,Michigan,Cities,2011,0.447911612,0.4266,0.8292
Westland,Michigan,Cities,2011,0.119003701,0.4377,0.8844
Wyoming,Michigan,Cities,2011,0.69376032,0.3332,0.8471
,Minnesota,State,2011,0.276844208,0.4436,0.914
Brooklyn Park,Minnesota,Cities,2011,0.523793311,0.4366,0.9068
Minneapolis,Minnesota,Cities,2011,1.11534481,0.5118,0.8868
Plymouth,Minnesota,Cities,2011,1.124843576,0.4474,0.9643
Rochester,Minnesota,Cities,2011,1.022371344,0.431,0.9303
St. Cloud,Minnesota,Cities,2011,0.150715901,0.4697,0.8962
St. Paul,Minnesota,Cities,2011,0.417151895,0.4968,0.8531
,Mississippi,State,2011,0.003358576,0.4735,0.8107
Gulfport,Mississippi,Cities,2011,0.146952931,0.4912,0.8052
,Missouri,State,2011,0.194666471,0.4611,0.8724
Columbia,Missouri,Cities,2011,0.550994545,0.4857,0.9406
Independence,Missouri,Cities,2011,0.682273677,0.4101,0.8533
Kansas City,Missouri,Cities,2011,1.018510894,0.4761,0.8673
Lee'S Summit,Missouri,Cities,2011,0.545280056,0.4225,0.9593
O'Fallon,Missouri,Cities,2011,0.125601316,0.347,0.9249
Springfield,Missouri,Cities,2011,0.062469546,0.4615,0.8859
St. Joseph,Missouri,Cities,2011,0.129770695,0.4052,0.842
St. Louis,Missouri,Cities,2011,0.218440088,0.4988,0.8347
,Montana,State,2011,0.230723086,0.4351,0.9172
Billings,Montana,Cities,2011,1.141824064,0.4769,0.9141
Missoula,Montana,Cities,2011,0.445229367,0.4692,0.9705
,Nebraska,State,2011,0.195477837,0.4467,0.9052
Lincoln,Nebraska,Cities,2011,0.882290887,0.4517,0.9363
Omaha,Nebraska,Cities,2011,0.19388863,0.4923,0.882
,Nevada,State,2011,0.2170578,0.4526,0.8338
Henderson,Nevada,Cities,2011,0.115428123,0.4253,0.9253
,New Hampshire,State,2011,0.166875894,0.4347,0.911
Manchester,New Hampshire,Cities,2011,0.091151056,0.42,0.8613
,New Jersey,State,2011,0.574355653,0.4694,0.8799
Camden,New Jersey,Cities,2011,0.128859337,0.5155,0.6552
Elizabeth,New Jersey,Cities,2011,0.159507441,0.4422,0.7523
Jersey City,New Jersey,Cities,2011,0.442793139,0.4686,0.8629
Newark,New Jersey,Cities,2011,0.071925888,0.4765,0.7138
Passaic,New Jersey,Cities,2011,0.571322469,0.4607,0.6619
Paterson,New Jersey,Cities,2011,0.068173297,0.471,0.7351
Union City,New Jersey,Cities,2011,0.599916012,0.4396,0.6467
,New Mexico,State,2011,0.134761549,0.4821,0.8257
Albuquerque,New Mexico,Cities,2011,0.434813329,0.4808,0.882
,New York,State,2011,0.278597581,0.5033,0.8504
Albany,New York,Cities,2011,0.508667698,0.4443,0.8823
Buffalo,New York,Cities,2011,0.990536566,0.5051,0.8089
Mount Vernon,New York,Cities,2011,0.5917685,0.4555,0.844
New Rochelle,New York,Cities,2011,0.775113683,0.5404,0.8519
New York,New York,Cities,2011,0.292259685,0.5432,0.8002
Rochester,New York,Cities,2011,0.141836595,0.5021,0.7907
Schenectady,New York,Cities,2011,0.30105973,0.4305,0.8381
Yonkers,New York,Cities,2011,0.965167609,0.4717,0.8231
,North Carolina,State,2011,0.115906753,0.4716,0.8446
Asheville,North Carolina,Cities,2011,0.828892836,0.4834,0.8984
Cary,North Carolina,Cities,2011,0.073019883,0.401,0.9364
Durham,North Carolina,Cities,2011,0.129743756,0.4882,0.8657
Fayetteville,North Carolina,Cities,2011,0.196940529,0.4337,0.9082
Gastonia,North Carolina,Cities,2011,0.137644355,0.4538,0.8168
Greensboro,North Carolina,Cities,2011,0.439422014,0.4883,0.8732
High Point,North Carolina,Cities,2011,0.283835565,0.4665,0.812
,North Dakota,State,2011,0.394258429,0.4448,0.907
Fargo,North Dakota,Cities,2011,0.652200244,0.4925,0.9446
,Ohio,State,2011,0.197516627,0.4594,0.878
Akron,Ohio,Cities,2011,0.802987112,0.4861,0.8608
Cincinnati,Ohio,Cities,2011,0.302867142,0.5523,0.8424
Cleveland,Ohio,Cities,2011,0.100728773,0.4962,0.7666
Columbus,Ohio,Cities,2011,0.507866213,0.4537,0.8762
Dayton,Ohio,Cities,2011,0.423636068,0.5012,0.8017
Lorain,Ohio,Cities,2011,0.93539536,0.4581,0.8147
Parma,Ohio,Cities,2011,0.244914953,0.3863,0.8915
,Oklahoma,State,2011,0.076613534,0.4613,0.8564
Norman,Oklahoma,Cities,2011,0.356786071,0.5053,0.9451
Oklahoma City,Oklahoma,Cities,2011,0.153529123,0.4685,0.8392
,Oregon,State,2011,0.331104843,0.4586,0.8881
Beaverton,Oregon,Cities,2011,1.432364834,0.4565,0.904
Eugene,Oregon,Cities,2011,1.393745882,0.5041,0.9344
Medford,Oregon,Cities,2011,0.660467082,0.4273,0.8627
Portland,Oregon,Cities,2011,0.4576341,0.4945,0.8977
Salem,Oregon,Cities,2011,0.383918916,0.4543,0.8721
,Pennsylvania,State,2011,0.041592079,0.4611,0.8832
Philadelphia,Pennsylvania,Cities,2011,0.084918867,0.5065,0.8142
Pittsburgh,Pennsylvania,Cities,2011,0.421245006,0.5208,0.8983
Reading,Pennsylvania,Cities,2011,0.113169539,0.4541,0.6488
,Rhode Island,State,2011,0.190086242,0.4674,0.8532
Pawtucket,Rhode Island,Cities,2011,0.703610931,0.4425,0.7273
Providence,Rhode Island,Cities,2011,0.562334814,0.5512,0.7757
,South Carolina,State,2011,0.288909472,0.4648,0.8388
Charleston,South Carolina,Cities,2011,0.164634799,0.5064,0.9196
Columbia,South Carolina,Cities,2011,0.152932091,0.541,0.8859
Mount Pleasant,South Carolina,Cities,2011,0.145702505,0.4527,0.9812
North Charleston,South Carolina,Cities,2011,0.202827414,0.4543,0.8059
Rock Hill,South Carolina,Cities,2011,0.149423226,0.499,0.9006
,South Dakota,State,2011,0.255059283,0.4324,0.8962
Rapid City,South Dakota,Cities,2011,0.145386874,0.4223,0.8823
Sioux Falls,South Dakota,Cities,2011,0.83461736,0.4289,0.9087
,Tennessee,State,2011,0.225130822,0.4756,0.8444
Chattanooga,Tennessee,Cities,2011,0.118212392,0.5344,0.839
Clarksville,Tennessee,Cities,2011,0.372778242,0.4106,0.8855
Knoxville,Tennessee,Cities,2011,0.110810691,0.4883,0.8888
Memphis,Tennessee,Cities,2011,0.337048527,0.5021,0.8293
Nashville,Tennessee,Cities,2011,0.244782462,0.4835,0.8638
,Texas,State,2011,0.059272144,0.4771,0.8104
Allen,Texas,Cities,2011,0.116253386,0.3674,0.9653
Austin,Texas,Cities,2011,0.06195618,0.4923,0.8651
Beaumont,Texas,Cities,2011,0.248375212,0.5205,0.8432
Carrollton,Texas,Cities,2011,0.164469627,0.3634,0.8545
Corpus Christi,Texas,Cities,2011,0.096265848,0.4734,0.824
Dallas,Texas,Cities,2011,0.130823592,0.5412,0.7263
Denton,Texas,Cities,2011,0.172757819,0.4984,0.8936
El Paso,Texas,Cities,2011,0.030175926,0.4692,0.7769
Fort Worth,Texas,Cities,2011,0.211415652,0.4666,0.7955
Garland,Texas,Cities,2011,0.518022879,0.4007,0.7599
Houston,Texas,Cities,2011,0.060644851,0.5291,0.7555
Lewisville,Texas,Cities,2011,0.102780205,0.3711,0.8805
Longview,Texas,Cities,2011,0.365194527,0.4594,0.8548
Mckinney,Texas,Cities,2011,0.074695987,0.4176,0.9053
North Richland Hills,Texas,Cities,2011,0.927701157,0.3871,0.9423
Pearland,Texas,Cities,2011,0.321985146,0.3782,0.8908
Plano,Texas,Cities,2011,0.113075697,0.4195,0.921
Round Rock,Texas,Cities,2011,0.09804979,0.4171,0.9212
San Angelo,Texas,Cities,2011,0.420340265,0.4904,0.8101
San Antonio,Texas,Cities,2011,0.014756456,0.4565,0.806
Wichita Falls,Texas,Cities,2011,0.281022547,0.4409,0.8677
,Utah,State,2011,0.241526161,0.4249,0.8989
Layton,Utah,Cities,2011,0.291502696,0.4149,0.943
Provo,Utah,Cities,2011,0.087215134,0.4895,0.9143
Salt Lake City,Utah,Cities,2011,0.105242109,0.5114,0.875
Sandy,Utah,Cities,2011,0.112171757,0.3877,0.9462
St. George,Utah,Cities,2011,0.269164513,0.4404,0.872
West Jordan,Utah,Cities,2011,0.18919149,0.322,0.8829
,Vermont,State,2011,0.111783587,0.4308,0.9177
,Virginia,State,2011,0.177612269,0.4632,0.8777
Alexandria,Virginia,Cities,2011,0.211807566,0.4346,0.9131
Chesapeake,Virginia,Cities,2011,0.222356624,0.391,0.8904
Hampton,Virginia,Cities,2011,0.071902098,0.4097,0.9025
Lynchburg,Virginia,Cities,2011,0.130768527,0.4934,0.9096
Newport News,Virginia,Cities,2011,0.437450103,0.4485,0.8912
Norfolk,Virginia,Cities,2011,0.081398756,0.4445,0.872
Portsmouth,Virginia,Cities,2011,0.206876577,0.4365,0.817
Richmond,Virginia,Cities,2011,0.145170188,0.5269,0.8283
Roanoke,Virginia,Cities,2011,0.203684655,0.4591,0.8186
Suffolk,Virginia,Cities,2011,0.116829254,0.3976,0.8875
Virginia Beach,Virginia,Cities,2011,0.360989653,0.4082,0.9331
,Washington,State,2011,0.312355416,0.4449,0.8926
Bellevue,Washington,Cities,2011,0.965538328,0.4528,0.9432
Bellingham,Washington,Cities,2011,0.608613092,0.4648,0.9414
Everett,Washington,Cities,2011,0.286710948,0.4488,0.8673
Federal Way,Washington,Cities,2011,0.22049015,0.4231,0.8786
Kennewick,Washington,Cities,2011,0.399589755,0.3845,0.8159
Kent,Washington,Cities,2011,0.106540523,0.3999,0.8307
Seattle,Washington,Cities,2011,0.194109112,0.4905,0.9271
Spokane,Washington,Cities,2011,0.141380058,0.4538,0.9165
Spokane Valley,Washington,Cities,2011,0.76785538,0.3935,0.8986
Tacoma,Washington,Cities,2011,1.19100789,0.4456,0.8702
Vancouver,Washington,Cities,2011,1.156217101,0.4201,0.8849
Yakima,Washington,Cities,2011,0.756789483,0.4325,0.7176
,West Virginia,State,2011,0.097040743,0.4721,0.842
,Wisconsin,State,2011,0.133197519,0.437,0.8994
Appleton,Wisconsin,Cities,2011,0.411302595,0.4437,0.9114
Green Bay,Wisconsin,Cities,2011,0.191369247,0.4477,0.875
Kenosha,Wisconsin,Cities,2011,0.100351229,0.4539,0.8758
Madison,Wisconsin,Cities,2011,0.683103853,0.4558,0.9455
Milwaukee,Wisconsin,Cities,2011,0.401723393,0.4614,0.8121
,Wyoming,State,2011,0.035235958,0.4081,0.9136
,Alabama,State,2010,0.039594478,0.472,0.8182
Hoover,Alabama,Cities,2010,0.267784219,0.402,0.9471
,Alaska,State,2010,0.096918142,0.422,0.896
Anchorage,Alaska,Cities,2010,0.241101628,0.427,0.9136
,Arizona,State,2010,0.365014984,0.455,0.849
Avondale,Arizona,Cities,2010,0.121094696,0.356,0.7966
Flagstaff,Arizona,Cities,2010,0.170244642,0.442,0.9153
Glendale,Arizona,Cities,2010,0.529775416,0.427,0.8123
Mesa,Arizona,Cities,2010,0.15461925,0.425,0.8566
Peoria,Arizona,Cities,2010,0.126435038,0.417,0.9092
Phoenix,Arizona,Cities,2010,0.874110592,0.485,0.8038
Scottsdale,Arizona,Cities,2010,0.694155213,0.505,0.9494
Tempe,Arizona,Cities,2010,0.231208527,0.459,0.9007
Tucson,Arizona,Cities,2010,0.265600722,0.453,0.8428
Yuma,Arizona,Cities,2010,0.226523655,0.385,0.8165
,Arkansas,State,2010,0.214384886,0.458,0.8247
Jonesboro,Arkansas,Cities,2010,0.148407587,0.535,0.8585
Springdale,Arkansas,Cities,2010,0.563007587,0.396,0.706
,California,State,2010,0.289865429,0.471,0.8098
Alameda,California,Cities,2010,0.281626676,0.458,0.8921
Anaheim,California,Cities,2010,0.029542796,0.43,0.7477
Antioch,California,Cities,2010,0.489596083,0.404,0.8595
Apple Valley,California,Cities,2010,0.27841969,0.444,0.9077
Bakersfield,California,Cities,2010,0.119955137,0.442,0.8036
Baldwin Park,California,Cities,2010,0.129656281,0.431,0.6065
Berkeley,California,Cities,2010,0.097370983,0.532,0.9538
Buena Park,California,Cities,2010,0.125111036,0.417,0.8207
Burbank,California,Cities,2010,0.484008364,0.439,0.8723
Camarillo,California,Cities,2010,0.154853895,0.449,0.9156
Carlsbad,California,Cities,2010,0.099541115,0.442,0.9388
Carson,California,Cities,2010,0.108214568,0.397,0.8022
Chico,California,Cities,2010,0.817470513,0.466,0.9113
Chino,California,Cities,2010,0.118807176,0.377,0.7805
Chula Vista,California,Cities,2010,0.130970052,0.392,0.8388
Citrus Heights,California,Cities,2010,0.118376817,0.365,0.8856
Clovis,California,Cities,2010,0.625645197,0.424,0.8982
Compton,California,Cities,2010,0.319434388,0.393,0.6184
Concord,California,Cities,2010,0.409436697,0.389,0.8715
Corona,California,Cities,2010,0.130453783,0.411,0.8317
Costa Mesa,California,Cities,2010,0.452800116,0.432,0.8478
Davis,California,Cities,2010,1.737976364,0.505,0.9674
Downey,California,Cities,2010,0.186929864,0.393,0.7905
El Cajon,California,Cities,2010,0.10603217,0.441,0.7805
El Monte,California,Cities,2010,0.328180893,0.406,0.5761
Escondido,California,Cities,2010,0.568739247,0.457,0.7246
Fontana,California,Cities,2010,0.051922428,0.401,0.7544
Fremont,California,Cities,2010,0.097334495,0.397,0.8972
Fresno,California,Cities,2010,0.123779227,0.466,0.7494
Garden Grove,California,Cities,2010,0.180410976,0.398,0.7663
Glendale,California,Cities,2010,0.203172539,0.473,0.8524
Hesperia,California,Cities,2010,0.22503263,0.434,0.7445
Huntington Beach,California,Cities,2010,0.516675708,0.429,0.907
Indio,California,Cities,2010,0.334742973,0.44,0.7067
Lake Forest,California,Cities,2010,0.13196094,0.39,0.8997
Lakewood,California,Cities,2010,0.513472228,0.369,0.849
Lancaster,California,Cities,2010,0.470961839,0.463,0.7868
Livermore,California,Cities,2010,1.834436033,0.395,0.9139
Long Beach,California,Cities,2010,0.216325197,0.464,0.789
Los Angeles,California,Cities,2010,0.359215318,0.525,0.7475
Manteca,California,Cities,2010,0.148491328,0.357,0.8272
Merced,California,Cities,2010,0.258117805,0.45,0.735
Mission Viejo,California,Cities,2010,0.316860127,0.398,0.9528
Modesto,California,Cities,2010,0.294276325,0.474,0.8172
Moreno Valley,California,Cities,2010,0.202743114,0.41,0.7405
Murrieta,California,Cities,2010,0.095837766,0.394,0.9023
Newport Beach,California,Cities,2010,0.122126963,0.524,0.9705
Norwalk,California,Cities,2010,0.29348177,0.41,0.7384
Oakland,California,Cities,2010,0.366101,0.509,0.7975
Oceanside,California,Cities,2010,0.345023893,0.422,0.818
Ontario,California,Cities,2010,0.115731364,0.345,0.6802
Oxnard,California,Cities,2010,0.476062015,0.406,0.6331
Palmdale,California,Cities,2010,0.408666453,0.412,0.7428
Pasadena,California,Cities,2010,0.207618204,0.468,0.8059
Perris,California,Cities,2010,0.341168844,0.39,0.6412
Pomona,California,Cities,2010,0.327497331,0.394,0.6688
Rancho Cucamonga,California,Cities,2010,0.11319516,0.362,0.9168
Redding,California,Cities,2010,0.546962172,0.441,0.8889
Redlands,California,Cities,2010,0.141739426,0.401,0.905
Redondo Beach,California,Cities,2010,1.045010077,0.434,0.9497
Redwood City,California,Cities,2010,0.134489947,0.471,0.8659
Richmond,California,Cities,2010,0.483362657,0.456,0.7743
Riverside,California,Cities,2010,0.695689047,0.433,0.7849
Roseville,California,Cities,2010,0.250511461,0.39,0.9426
Sacramento,California,Cities,2010,0.529135245,0.462,0.8139
San Bernardino,California,Cities,2010,0.100394551,0.465,0.6527
San Diego,California,Cities,2010,0.373068135,0.478,0.8766
San Francisco,California,Cities,2010,0.769612286,0.507,0.8635
San Jose,California,Cities,2010,0.247358418,0.434,0.8245
San Leandro,California,Cities,2010,1.402220608,0.405,0.8273
San Marcos,California,Cities,2010,0.597578611,0.453,0.8324
San Mateo,California,Cities,2010,0.107846944,0.425,0.8838
San Ramon,California,Cities,2010,0.399952006,0.343,0.9593
Santa Ana,California,Cities,2010,0.117564072,0.399,0.5581
Santa Barbara,California,Cities,2010,0.348971117,0.526,0.8326
Santa Clarita,California,Cities,2010,0.351992866,0.389,0.8987
Santa Maria,California,Cities,2010,0.22778265,0.468,0.5968
Santa Monica,California,Cities,2010,0.113873168,0.529,0.948
Santa Rosa,California,Cities,2010,0.126436636,0.438,0.8511
Simi Valley,California,Cities,2010,0.328528603,0.385,0.91
South Gate,California,Cities,2010,0.103969558,0.386,0.5566
Stockton,California,Cities,2010,0.068482128,0.438,0.7574
Sunnyvale,California,Cities,2010,0.223758699,0.39,0.9151
Temecula,California,Cities,2010,0.195171458,0.417,0.9007
Thousand Oaks,California,Cities,2010,0.322471421,0.448,0.9329
Torrance,California,Cities,2010,0.213658474,0.424,0.9181
Tracy,California,Cities,2010,0.244762091,0.427,0.8561
Turlock,California,Cities,2010,0.285873558,0.421,0.7838
Tustin,California,Cities,2010,0.274040174,0.438,0.8078
Union City,California,Cities,2010,0.272643001,0.375,0.8854
Upland,California,Cities,2010,0.272698763,0.41,0.8762
Vacaville,California,Cities,2010,0.216973865,0.371,0.8674
Vallejo,California,Cities,2010,0.525127343,0.43,0.8419
Visalia,California,Cities,2010,0.399884833,0.44,0.7798
Vista,California,Cities,2010,0.323397833,0.394,0.7424
West Covina,California,Cities,2010,0.189762323,0.402,0.8141
Westminster,California,Cities,2010,0.781215124,0.43,0.7414
Whittier,California,Cities,2010,0.122532502,0.417,0.8309
Yorba Linda,California,Cities,2010,0.149671471,0.461,0.9427
,Colorado,State,2010,0.300992239,0.457,0.8903
Arvada,Colorado,Cities,2010,0.093260093,0.403,0.9214
Aurora,Colorado,Cities,2010,0.154567628,0.417,0.8438
Boulder,Colorado,Cities,2010,0.302251776,0.55,0.9544
Centennial,Colorado,Cities,2010,0.30333057,0.416,0.9528
Colorado Springs,Colorado,Cities,2010,0.376992405,0.447,0.9128
Denver,Colorado,Cities,2010,0.708342462,0.515,0.8363
Fort Collins,Colorado,Cities,2010,0.504726402,0.458,0.9576
Greeley,Colorado,Cities,2010,0.323261928,0.456,0.8219
Lakewood,Colorado,Cities,2010,0.071625542,0.441,0.8904
Longmont,Colorado,Cities,2010,0.337408478,0.42,0.8845
Loveland,Colorado,Cities,2010,0.598291877,0.406,0.9324
Pueblo,Colorado,Cities,2010,0.482569587,0.489,0.8406
Thornton,Colorado,Cities,2010,0.083340973,0.359,0.8517
,Connecticut,State,2010,0.409251079,0.486,0.8828
Bridgeport,Connecticut,Cities,2010,0.360204596,0.471,0.73
Hartford,Connecticut,Cities,2010,0.955216277,0.461,0.7179
New Britain,Connecticut,Cities,2010,0.280331913,0.423,0.7533
New Haven,Connecticut,Cities,2010,0.320369065,0.527,0.8345
Norwalk,Connecticut,Cities,2010,1.412695423,0.473,0.9088
,Delaware,State,2010,0.22029246,0.44,0.8674
Wilmington,Delaware,Cities,2010,0.136481507,0.556,0.7955
,District Of Columbia,State,2010,0.918856878,0.532,0.8749
Washington,District Of Columbia,Cities,2010,0.947279728,0.532,0.8749
,Florida,State,2010,0.071213998,0.474,0.8499
Boca Raton,Florida,Cities,2010,0.461323769,0.515,0.9452
Cape Coral,Florida,Cities,2010,0.062331704,0.416,0.8606
Clearwater,Florida,Cities,2010,0.283964523,0.471,0.8798
Coral Springs,Florida,Cities,2010,0.07867016,0.455,0.9011
Davie,Florida,Cities,2010,0.107920269,0.429,0.9002
Fort Lauderdale,Florida,Cities,2010,0.107428694,0.518,0.8229
Fort Myers,Florida,Cities,2010,0.151393578,0.479,0.743
Gainesville,Florida,Cities,2010,0.941136208,0.533,0.9082
Melbourne,Florida,Cities,2010,0.256868008,0.458,0.8923
Miami Beach,Florida,Cities,2010,0.113649278,0.584,0.8274
Miami Gardens,Florida,Cities,2010,0.181603559,0.407,0.7798
Miramar,Florida,Cities,2010,0.088195088,0.404,0.8877
Orlando,Florida,Cities,2010,0.291397124,0.487,0.8661
Palm Bay,Florida,Cities,2010,0.193517175,0.404,0.8805
Pompano Beach,Florida,Cities,2010,0.097324548,0.502,0.7943
Port St. Lucie,Florida,Cities,2010,0.061316214,0.464,0.8723
Tallahassee,Florida,Cities,2010,0.114602673,0.558,0.9463
,Georgia,State,2010,0.017328205,0.468,0.8361
Atlanta,Georgia,Cities,2010,0.074561207,0.57,0.8672
,Idaho,State,2010,0.176859233,0.433,0.8776
Nampa,Idaho,Cities,2010,0.475177895,0.431,0.8049
,Illinois,State,2010,0.073081809,0.465,0.8663
Aurora,Illinois,Cities,2010,0.057387162,0.413,0.7651
Champaign,Illinois,Cities,2010,0.124240579,0.527,0.9415
Chicago,Illinois,Cities,2010,0.059993316,0.51,0.8056
Decatur,Illinois,Cities,2010,0.400764124,0.469,0.8463
Evanston,Illinois,Cities,2010,0.645844636,0.534,0.9499
Peoria,Illinois,Cities,2010,0.087292789,0.499,0.885
Rockford,Illinois,Cities,2010,0.064028685,0.472,0.781
Skokie,Illinois,Cities,2010,0.605253601,0.474,0.8996
Springfield,Illinois,Cities,2010,0.425956058,0.473,0.915
,Indiana,State,2010,0.144274497,0.44,0.8609
Bloomington,Indiana,Cities,2010,2.490108735,0.587,0.9542
Fort Wayne,Indiana,Cities,2010,0.194545716,0.448,0.8701
Hammond,Indiana,Cities,2010,0.131206046,0.409,0.7858
Indianapolis,Indiana,Cities,2010,0.522980111,0.468,0.8242
,Iowa,State,2010,0.055488643,0.427,0.9011
Davenport,Iowa,Cities,2010,0.194878591,0.489,0.897
Des Moines,Iowa,Cities,2010,0.098734227,0.439,0.8631
Iowa City,Iowa,Cities,2010,0.142023263,0.532,0.953
,Kansas,State,2010,0.202178226,0.445,0.8868
Lawrence,Kansas,Cities,2010,0.212890521,0.465,0.937
Wichita,Kansas,Cities,2010,0.530672893,0.459,0.8484
,Kentucky,State,2010,0.396016486,0.466,0.8206
,Louisiana,State,2010,0.028419102,0.475,0.8135
,Maine,State,2010,0.459348418,0.437,0.8992
Portland,Maine,Cities,2010,1.108191115,0.46,0.9232
,Maryland,State,2010,0.136913273,0.443,0.8781
Baltimore,Maryland,Cities,2010,0.171894069,0.497,0.7746
,Massachusetts,State,2010,0.47790607,0.475,0.8898
Boston,Massachusetts,Cities,2010,2.297908282,0.543,0.8742
Brockton,Massachusetts,Cities,2010,0.108245023,0.439,0.802
Cambridge,Massachusetts,Cities,2010,0.646018679,0.514,0.9446
Lynn,Massachusetts,Cities,2010,0.115821172,0.454,0.7918
New Bedford,Massachusetts,Cities,2010,0.111590952,0.445,0.7187
Newton,Massachusetts,Cities,2010,0.358076414,0.515,0.9548
Quincy,Massachusetts,Cities,2010,0.55368533,0.441,0.8749
Springfield,Massachusetts,Cities,2010,0.712832277,0.456,0.7503
Worcester,Massachusetts,Cities,2010,0.32983706,0.468,0.8527
,Michigan,State,2010,0.307810728,0.451,0.8822
Ann Arbor,Michigan,Cities,2010,0.35795785,0.48,0.9724
Dearborn,Michigan,Cities,2010,0.968382317,0.456,0.8375
Detroit,Michigan,Cities,2010,0.04447177,0.488,0.7665
Grand Rapids,Michigan,Cities,2010,0.365409311,0.421,0.8264
Kalamazoo,Michigan,Cities,2010,0.417972832,0.507,0.9066
Lansing,Michigan,Cities,2010,0.356334741,0.42,0.8493
Livonia,Michigan,Cities,2010,0.571859917,0.386,0.9258
Southfield,Michigan,Cities,2010,0.402214863,0.438,0.9327
Sterling Heights,Michigan,Cities,2010,0.237546619,0.383,0.8495
Troy,Michigan,Cities,2010,0.125322706,0.455,0.9352
Warren,Michigan,Cities,2010,0.529236538,0.401,0.8223
Westland,Michigan,Cities,2010,0.264110081,0.429,0.8846
Wyoming,Michigan,Cities,2010,0.427594071,0.405,0.8342
,Minnesota,State,2010,0.23756226,0.44,0.9116
Bloomington,Minnesota,Cities,2010,0.120897056,0.425,0.9343
Brooklyn Park,Minnesota,Cities,2010,0.550342588,0.402,0.8661
Duluth,Minnesota,Cities,2010,0.593478854,0.492,0.929
Minneapolis,Minnesota,Cities,2010,1.218551013,0.499,0.8953
Plymouth,Minnesota,Cities,2010,0.271816687,0.441,0.9424
Rochester,Minnesota,Cities,2010,0.476068059,0.433,0.9259
St. Paul,Minnesota,Cities,2010,0.284529424,0.477,0.8555
,Mississippi,State,2010,0.03694434,0.468,0.8083
Gulfport,Mississippi,Cities,2010,1.55354066,0.455,0.8261
,Missouri,State,2010,0.236261871,0.455,0.8648
Columbia,Missouri,Cities,2010,0.290087703,0.533,0.948
Independence,Missouri,Cities,2010,0.330193741,0.428,0.8294
Kansas City,Missouri,Cities,2010,1.572876978,0.478,0.8645
Lee'S Summit,Missouri,Cities,2010,0.342047955,0.395,0.9517
O'Fallon,Missouri,Cities,2010,0.122173217,0.358,0.9273
Springfield,Missouri,Cities,2010,0.891095411,0.463,0.8903
St. Charles,Missouri,Cities,2010,0.152139847,0.436,0.8817
St. Joseph,Missouri,Cities,2010,0.131714128,0.518,0.8596
St. Louis,Missouri,Cities,2010,0.11262815,0.487,0.8175
,Montana,State,2010,0.310974594,0.435,0.9076
Billings,Montana,Cities,2010,0.092559168,0.421,0.9213
Missoula,Montana,Cities,2010,1.275528281,0.456,0.9347
,Nebraska,State,2010,0.331226336,0.432,0.8987
Lincoln,Nebraska,Cities,2010,1.540404818,0.436,0.9318
Omaha,Nebraska,Cities,2010,0.344361511,0.467,0.8732
,Nevada,State,2010,0.250168312,0.448,0.8389
Henderson,Nevada,Cities,2010,0.227031936,0.437,0.9226
North Las Vegas,Nevada,Cities,2010,0.252096603,0.423,0.7616
,New Hampshire,State,2010,0.235143305,0.425,0.9094
Manchester,New Hampshire,Cities,2010,0.370024329,0.397,0.8455
